distance,shift,gap
6.526315789473684070e+00,1.000000000000000000e+00,7.862502938956794640e-01
6.565789473684210620e+00,1.000000000000000000e+00,8.030869611722109003e-01
6.605263157894737169e+00,1.000000000000000000e+00,8.177239348359734983e-01
6.644736842105262831e+00,1.000000000000000000e+00,8.305672372719795638e-01
6.684210526315789380e+00,1.000000000000000000e+00,8.437891270633703922e-01
6.723684210526315930e+00,1.000000000000000000e+00,8.545457826242885968e-01
6.763157894736842479e+00,1.000000000000000000e+00,8.644004436674683767e-01
6.802631578947368141e+00,1.000000000000000000e+00,8.747737136439488470e-01
6.842105263157894690e+00,1.000000000000000000e+00,8.817483145163980129e-01
6.881578947368421240e+00,1.000000000000000000e+00,8.909284426157981773e-01
6.921052631578946901e+00,1.000000000000000000e+00,8.938440430339675835e-01
6.960526315789473450e+00,1.000000000000000000e+00,8.890508835522057396e-01
7.000000000000000000e+00,1.000000000000000000e+00,8.851870837634941980e-01
